school_district,Bldg ID,Bldg Name,Bldg Enroll,Target Bldg Cap,Target Bldg Util,Org ID,Incl. Class,Organization Name,Org Enroll,Org Target Cap,Org Target Util,PreK Cap +,No. of Cluster / Spec Rms Reported +,No. of Cluster Rms Needed +,Data As Of
10,X361,P.S. 94 ANNEX - X,601.0,408.0,147.0,X094,,P.S. 94 - X,601.0,408.0,147.0,,,,01/31/2019
13,K282,P.S. 282 - K,742.0,792.0,94.0,KSBH,,NYU LUTHERAN MEDICAL CENTER,,,,,,,01/31/2019
28,Q206,P.S. 206 - Q**,610.0,473.0,129.0,Q206,,P.S. 206 - Q,610.0,473.0,129.0,36.0,3.0,3.0,01/31/2019
2,M276,P.S./I.S. 276 - M,881.0,791.0,111.0,M094,,M094 SPED - M,54.0,54.0,100.0,,,,01/31/2019
27,Q410,BEACH CHANNEL EDUCATIONAL CAMPUS - Q**,1749.0,2835.0,62.0,Q256,*,Q256 SPED - Q,124.0,178.0,70.0,0.0,,0.0,01/31/2019
4,M112,P.S. 112 (TANDEM M206) - M,309.0,533.0,58.0,M112,,P.S. 112 - M,309.0,533.0,58.0,36.0,5.0,3.0,01/31/2019
8,X075,P.S. 75 - X,798.0,809.0,99.0,XSBH,,URBAN HEALTH PLAN,,,,,,,01/31/2019
28,Q117,P.S. 117 - Q,1016.0,965.0,105.0,Q117,,P.S. 117 - Q,1016.0,965.0,105.0,72.0,4.0,4.0,01/31/2019
9,X117,I.S. 117 - X,978.0,1257.0,78.0,KSST,,SCHOOL SAFETY - K,,,,,,,01/31/2019
9,X890,P.S. 90 MINISCHOOL - X,196.0,171.0,115.0,X443,,THE FAMILY SCHOOL - X,196.0,171.0,115.0,,,,01/31/2019
18,K500,CANARSIE HS - K,1097.0,1890.0,58.0,K642,,URBAN ACTION ACADEMY - K,278.0,539.0,52.0,0.0,3.0,0.0,01/31/2019
8,X450,ADLAI E. STEVENSON EDUCATIONAL CAMPUS - X**,2408.0,3502.0,69.0,X507,,ADLAI STEVENSON CAMPUS YABC,,,,,,,01/31/2019
30,Q868,P.S. 78 - Q,,,,Q389,,DISTRICT 30 PRE-K CENTER,,,,,,,01/31/2019
11,X918,P.S. 68 TEMP. C.R. BLDG. - X,20.0,161.0,12.0,X068,,P.S. 68 - X,20.0,161.0,12.0,,,,01/31/2019
31,R455,TOTTENVILLE HS - S. I.,3826.0,3538.0,108.0,RCBO,,COMMUNITY BASED ORGANIZATION - S.I.,,,,,,,01/31/2019
5,M195,TERENCE D. TOLBERT EDUCATION COMPLEX - M,1308.0,1562.0,84.0,M514,,NEW DESIGN MIDDLE SCHOOL - M,130.0,352.0,37.0,0.0,1.0,0.0,01/31/2019
1,M446,UNIVERSITY NEIGHBORHOOD - M,465.0,632.0,74.0,M448,,UNIVERSITY NEIGHBORHOOD HS - M,465.0,632.0,74.0,0.0,8.0,0.0,01/31/2019
13,K458,BOYS HS (OLD) - K,837.0,1434.0,58.0,K575,,BED-STUYVESANT PREPARATORY HS - K,124.0,256.0,48.0,0.0,5.0,0.0,01/31/2019
3,M084,P.S. 84 - M,656.0,727.0,90.0,MSBH,,SCHOOL BASED HEALTH CENTER - M,,,,,,,01/31/2019
17,K465,ERASMUS HALL CAMPUS - K,2005.0,2764.0,73.0,K408,,ACAD. OF HOSP. & TOURISM - K,208.0,381.0,55.0,0.0,4.0,0.0,01/31/2019
30,Q445,WILLIAM C. BRYANT HS - Q,2394.0,2529.0,95.0,QCBO,,COMMUNITY BASED ORGANIZATION - Q,,,,,,,01/31/2019
29,Q420,SPRINGFIELD GARDENS HS - Q,1954.0,2229.0,88.0,QSBH,,QUEENS HOSPITAL NETWORK,,,,,,,01/31/2019
26,Q811,P.S. 811 (OLD 187) - Q,165.0,225.0,73.0,Q811,,Q811 SPED - Q,165.0,225.0,73.0,0.0,,0.0,01/31/2019
4,M083,P.S. 83 - M,749.0,687.0,109.0,M182,,P.S. 182 - M,310.0,316.0,98.0,0.0,1.0,3.0,01/31/2019
3,M149,P.S. 149 (TANDEM M207) - M,530.0,538.0,99.0,M351,,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,414.0,311.0,133.0,0.0,15.0,4.0,01/31/2019
5,M079,P.S. 79 (MULT. HANDICAP) - M,258.0,326.0,79.0,M645,,SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION,20.0,41.0,49.0,,,,01/31/2019
10,X143,I.S. 143 - X,1237.0,1367.0,90.0,X244,,I.S. 244 - X,748.0,820.0,91.0,0.0,4.0,0.0,01/31/2019
13,K117,I.S. 117 - K,862.0,1194.0,72.0,K369,,COY L. COX SCHOOL,27.0,52.0,52.0,,,,01/31/2019
20,K485,TELECOM. ARTS & TECH. - K,1306.0,1242.0,105.0,K371,*,K371 SPED - K,28.0,22.0,127.0,,,,01/31/2019
11,X415,CHRISTOPHER COLUMBUS HS - X,2419.0,2784.0,87.0,X428,,LEARNING TO WORK YABC AT MONROE ACADEMY,,,,,,,01/31/2019
24,Q143,P.S. 143 - Q,757.0,773.0,98.0,Q143,,P.S. 143 - Q,757.0,773.0,98.0,0.0,2.0,5.0,01/31/2019
29,Q116,P.S. 116 - Q**,792.0,726.0,109.0,Q116,,P.S. 116 - Q,792.0,726.0,109.0,54.0,3.0,4.0,01/31/2019
8,X075,P.S. 75 - X,798.0,809.0,99.0,X352,*,X352 SPED - X,166.0,189.0,88.0,0.0,,0.0,01/31/2019
26,Q188,P.S. 188 - Q,556.0,446.0,125.0,Q188,,P.S. 188 - Q,556.0,446.0,125.0,36.0,3.0,3.0,01/31/2019
21,K620,WILLIAM E. GRADY VOC HS - K,464.0,1518.0,31.0,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,01/31/2019
9,X166,I.S. 166 - X,1408.0,1640.0,86.0,X454,,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,447.0,424.0,105.0,0.0,2.0,0.0,01/31/2019
27,Q198,I.S. 198 - Q,428.0,918.0,47.0,Q333,,P.S. 333 - Q,428.0,918.0,47.0,71.0,8.0,3.0,01/31/2019
6,M465,G. WASHINGTON HS EDUC. CAMPUS - M,1892.0,2392.0,79.0,MCBO,,COMMUNITY BASED ORGANIZATION - M,,,,,,,01/31/2019
14,K084,P.S. 84 - K,793.0,1093.0,73.0,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,01/31/2019
6,M898,P.S. 18 - M,353.0,359.0,98.0,M018,,P.S. 18 - M,353.0,359.0,98.0,0.0,1.0,3.0,01/31/2019
12,X116,I.S. 216 - X,1056.0,1280.0,83.0,XSFS,,SCHOOL FOOD SERVICE - X,,,,,,,01/31/2019
25,Q079,P.S. 79 - Q**,1136.0,811.0,140.0,Q079,,P.S. 79 - Q,1136.0,811.0,140.0,68.0,4.0,4.0,01/31/2019
15,K032,P.S. 32 - K,531.0,634.0,84.0,KCBO,,GOOD SHEPARD - K,,,,,,,01/31/2019
11,X498,THE LT. CURTIS MEYRAN AND JOHN BELLEW EDUCATION COMPLEX - X,1004.0,855.0,117.0,X498,,P.S. / I.S. 498 - X,636.0,442.0,144.0,0.0,4.0,3.0,01/31/2019
21,K532,P.S. 216 ANNEX - K,0.0,56.0,0.0,K216,,P.S. 216 - K,0.0,56.0,0.0,,,,01/31/2019
30,Q312,P.S./I.S. 78 - Q,472.0,590.0,80.0,Q078,,P.S. 78 - Q,431.0,534.0,81.0,36.0,6.0,3.0,01/31/2019
9,X082,I.S. 232 - X,1143.0,1269.0,90.0,X303,,I.S. 303 - X,332.0,319.0,104.0,0.0,2.0,0.0,01/31/2019
8,X101,I.S. 101 - X,1189.0,1178.0,101.0,X101,,I.S. 101 - X,526.0,554.0,95.0,0.0,5.0,0.0,01/31/2019
9,X058,P.S. 58 - X,471.0,536.0,88.0,X058,,P.S. 58 - X,471.0,536.0,88.0,47.0,3.0,3.0,01/31/2019
28,Q866,P.S. 99 ANNEX - Q,339.0,310.0,109.0,Q099,,P.S. 99 - Q,339.0,310.0,109.0,,,,01/31/2019
19,K422,SPRING CREEK EDUCATIONAL CAMPUS - K,1132.0,1211.0,93.0,K404,,ACAD. FOR YOUNG WRITERS - K,546.0,572.0,95.0,0.0,6.0,0.0,01/31/2019
9,X090,P.S. 90 - X,835.0,878.0,95.0,XSBH,,MORRIS HEIGHTS HEALTH CENTER,,,,,,,01/31/2019
28,Q962,P.S. 30 TRANSPORTABLE - Q ##,,,,Q354,,P.S. 354 - Q,,,,,,,01/31/2019
4,M102,P.S. 102 - M,344.0,437.0,79.0,M102,,P.S. 102 - M,318.0,405.0,79.0,36.0,2.0,3.0,01/31/2019
21,K216,P.S. 216 - K,762.0,666.0,114.0,K216,,P.S. 216 - K,762.0,666.0,114.0,96.0,6.0,4.0,01/31/2019
26,Q809,P.S. 224 ANNEX - Q,60.0,58.0,103.0,Q224,,Q224 SPED - Q,60.0,58.0,103.0,,,,01/31/2019
10,X085,P.S. 85 - X,753.0,832.0,91.0,XSBH,,MONTEFIORE MEDICAL CENTER,,,,,,,01/31/2019
26,Q213,P.S. 213 - Q,522.0,452.0,115.0,Q004,,Q004 SPED - Q,55.0,42.0,131.0,,,,01/31/2019
25,Q951,JOHN BOWNE HS TRANSPORTABLE - Q ##,,,,Q425,,JOHN BOWNE HS - Q,,,,,,,01/31/2019
25,Q022,P.S. 22 - Q**,921.0,621.0,148.0,Q022,,P.S. 22 - Q,921.0,621.0,148.0,32.0,0.0,4.0,01/31/2019
27,Q053,I.S. 53 - Q,897.0,1334.0,67.0,QSST,,SCHOOL SAFETY - Q,,,,,,,01/31/2019
24,Q061,I.S. 61 - Q,2238.0,2149.0,104.0,QADM,,DOE ADMINISTRATIVE OFFICE - Q,,,,,,,01/31/2019
30,Q227,I.S. 227 - Q,1601.0,1722.0,93.0,Q227,,I.S. 227 - Q,1586.0,1722.0,92.0,0.0,16.0,5.0,01/31/2019
29,Q633,EAGLE ACADEMY - Q,531.0,575.0,92.0,Q327,,EAGLE ACADEMY III - Q,531.0,575.0,92.0,0.0,3.0,0.0,01/31/2019
27,Q063,P.S. 63 - Q,1227.0,1124.0,109.0,Q063,,P.S. 63 - Q,1227.0,1124.0,109.0,54.0,5.0,4.0,01/31/2019
24,Q721,P.S. 16 (OLD Q721 SPED) - Q,1462.0,1145.0,128.0,Q016,,P.S. 16 - Q,1462.0,1145.0,128.0,0.0,3.0,5.0,01/31/2019
30,Q222,P.S. 222 (ECC) - Q,281.0,176.0,160.0,Q222,,P.S. 222 - Q,281.0,176.0,160.0,29.0,0.0,3.0,01/31/2019
29,Q176,P.S. 176 - Q,716.0,988.0,72.0,Q176,,P.S. 176 - Q,716.0,988.0,72.0,36.0,5.0,3.0,01/31/2019
11,X160,P.S. 160 - X,759.0,631.0,120.0,X168,,X168 SPED - X,80.0,65.0,123.0,,,,01/31/2019
12,X879,WINGS ACADEMY - X,491.0,574.0,86.0,X684,,WINGS ACADEMY - X,491.0,574.0,86.0,0.0,8.0,0.0,01/31/2019
5,M092,P.S. 92 - M,949.0,896.0,106.0,M350,,DEMOCRACY PREP CHARTER - M,383.0,333.0,115.0,0.0,2.0,0.0,01/31/2019
3,M044,I.S. 44 - M,1135.0,1355.0,84.0,M247,,I.S. 247 - M,198.0,337.0,59.0,0.0,3.0,0.0,01/31/2019
13,K430,BROOKLYN TECH HS - K,5838.0,4502.0,130.0,K430,,BROOKLYN TECH HS - K,5838.0,4502.0,130.0,0.0,52.0,0.0,01/31/2019
31,R045,P.S. 45 - S.I.,862.0,640.0,135.0,R045,,P.S. 45 - S.I.,862.0,640.0,135.0,16.0,3.0,4.0,01/31/2019
28,Q883,P.S. 182 - Q,0.0,110.0,0.0,Q987,,ALTERNATIVE LEARNING CENTER - Q,0.0,26.0,0.0,0.0,0.0,0.0,01/31/2019
5,M129,P.S. 129 - M,435.0,705.0,62.0,M129,,P.S. 129 - M,435.0,705.0,62.0,54.0,6.0,3.0,01/31/2019
31,R815,PORT RICHMOND HS TRANSPORTABLE - S.I. ##,,,,R445,,PORT RICHMOND HS - R,,,,,,,01/31/2019
11,X112,P.S. 112 - X,432.0,494.0,87.0,X112,,P.S. 112 - X,432.0,494.0,87.0,54.0,2.0,3.0,01/31/2019
27,Q183,P.S. 183 - Q,525.0,746.0,70.0,Q183,,P.S. 183 - Q,525.0,746.0,70.0,18.0,3.0,3.0,01/31/2019
23,K012,P.S. 12 - K,441.0,852.0,52.0,K012,,P.S. 12 - K,282.0,554.0,51.0,18.0,2.0,3.0,01/31/2019
5,M129,P.S. 129 - M,435.0,705.0,62.0,MCBO,,COMMUNITY BASED ORGANIZATION - M,,,,,,,01/31/2019
10,X660,GRACE H. DODGE VOC HS - X,1171.0,1511.0,77.0,XSBH,,MORRIS HEIGHTS HEALTH CENTER,,,,,,,01/31/2019
31,R003,P.S. 3 - S.I.,681.0,559.0,122.0,R003,,P.S. 3 - S.I.,681.0,559.0,122.0,36.0,4.0,4.0,01/31/2019
21,K097,P.S. 97 - K,780.0,596.0,131.0,K097,,P.S. 97 - K,780.0,596.0,131.0,0.0,3.0,4.0,01/31/2019
17,K907,BROWNSVILLE DIPLOMA PLUS HS - K,316.0,704.0,45.0,KCBO,,LTW - K,,,,,,,01/31/2019
2,M535,PARK WEST HS (ECF) - M,2105.0,3136.0,67.0,M138,*,M138 SPED - M,81.0,81.0,100.0,,,,01/31/2019
23,K150,P.S. 150 - K,514.0,688.0,75.0,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,01/31/2019
29,Q268,P.S. 268 - Q,688.0,625.0,110.0,Q268,,P.S. 268 - Q,632.0,576.0,110.0,0.0,5.0,3.0,01/31/2019
27,Q062,P.S. 62 - Q,944.0,774.0,122.0,Q062,,P.S. 62 - Q,944.0,774.0,122.0,32.0,1.0,4.0,01/31/2019
5,M043,I.S. 172 (OLD 43) - M,907.0,1602.0,57.0,M286,,I.S. 286 - M,169.0,412.0,41.0,0.0,2.0,0.0,01/31/2019
16,K243,P.S. 243 - K,529.0,882.0,60.0,K243,,P.S. 243 - K,227.0,509.0,45.0,35.0,3.0,2.0,01/31/2019
15,K293,J.H.S. 293 - K,1216.0,1499.0,81.0,K368,,K368 SPED - K,31.0,24.0,129.0,,,,01/31/2019
26,Q216,J.H.S. 216 - Q,1464.0,1210.0,121.0,Q216,,J.H.S. 216 - Q,1464.0,1210.0,121.0,0.0,4.0,0.0,01/31/2019
2,M615,CHELSEA VOC HS - M,895.0,1057.0,85.0,M721,#,M721 SPED - M,8.0,,0.0,,,,01/31/2019
27,Q197,P.S. 197 - Q,498.0,582.0,86.0,Q197,,P.S. 197 - Q,498.0,582.0,86.0,72.0,3.0,3.0,01/31/2019
22,K152,P.S. 152 - K,1174.0,1104.0,106.0,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,01/31/2019
31,R071,P.S./I.S. 48 - S.I.,1034.0,864.0,120.0,R048,,P.S. 48 - S.I.,981.0,810.0,121.0,18.0,4.0,4.0,01/31/2019
10,X279,P.S. 279 - X,992.0,821.0,121.0,X279,,P.S. 279 - X,992.0,821.0,121.0,0.0,2.0,4.0,01/31/2019
3,M185,P.S. 185 (TANDEM M208) - M,540.0,351.0,154.0,M329,,HARLEM LINK CHARTER SCHOOL - M,288.0,87.0,331.0,32.0,2.0,3.0,01/31/2019
21,K239,I.S. 239 - K,1322.0,1660.0,80.0,KSST,,SCHOOL SAFETY - K,,,,,,,01/31/2019
11,X181,I.S. 181 - X,1089.0,1053.0,103.0,X176,*,X176 SPED - X,206.0,178.0,116.0,,,,01/31/2019
4,M101,P.S. 101 - M,773.0,1170.0,66.0,M811,*,M811 SPED - M,72.0,105.0,69.0,,,,01/31/2019
24,Q081,P.S. 81 - Q,532.0,640.0,83.0,QCBO,,COMMUNITY BASED ORGANIZATION - Q,,,,,,,01/31/2019
24,Q089,P.S. 89 - Q,1961.0,1305.0,150.0,QCBO,,CHILD CENTER OF NEW YORK - Q,,,,,,,01/31/2019
8,X093,P.S. 93 - X,401.0,583.0,69.0,X093,,P.S. 93 - X,158.0,333.0,47.0,,,,01/31/2019
28,Q314,P.S./ I.S. 314 - Q,735.0,655.0,112.0,Q349,,THE QUEENS SCHOOL FOR LEADERSHIP AND EXCELLENCE,318.0,369.0,86.0,35.0,5.0,3.0,01/31/2019
17,K002,I.S. 2 - K,1098.0,1147.0,96.0,K704,,EXPLORE CHARTER SCHOOL - K,533.0,390.0,137.0,0.0,0.0,3.0,01/31/2019
24,Q113,P.S./I.S. 113 - Q,896.0,769.0,117.0,Q113,,P.S. 113 - Q,896.0,769.0,117.0,0.0,4.0,4.0,01/31/2019
15,K107,P.S. 107 - K,567.0,370.0,153.0,K107,,P.S. 107 - K,567.0,370.0,153.0,0.0,0.0,3.0,01/31/2019
22,K240,I.S. 240 - K,987.0,1379.0,72.0,K240,,I.S. 240 - K,743.0,1000.0,74.0,0.0,5.0,0.0,01/31/2019
2,M824,MILLENNIUM HS - M,677.0,526.0,129.0,M418,,MILLENNIUM HS - M,666.0,526.0,127.0,0.0,1.0,0.0,01/31/2019
14,K110,P.S. 110 - K,523.0,556.0,94.0,K110,,P.S. 110 - K,523.0,556.0,94.0,79.0,4.0,3.0,01/31/2019
4,M155,P.S. 155 - M,407.0,625.0,65.0,M377,,I.S. 377 - M,147.0,290.0,51.0,0.0,4.0,0.0,01/31/2019
13,K067,P.S. 67 - K,672.0,669.0,100.0,K536,,COMMUNITY ROOTS CHARTER - K,311.0,216.0,144.0,0.0,5.0,3.0,01/31/2019
16,K987,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY - K,594.0,607.0,98.0,K498,,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY - K,594.0,607.0,98.0,0.0,7.0,0.0,01/31/2019
14,K049,I.S. 49 - K,1443.0,1806.0,80.0,KSFS,,FOOD SERVICES - K,,,,,,,01/31/2019
8,X938,P.S. 138 TRANSPORTABLE - X ##,,,,X138,,P.S. 138 - X,,,,,,,01/31/2019
11,X916,P.S. 16 TRANSPORTABLE1 - X ##,,,,X016,,P.S. 16 - X,,,,,,,01/31/2019
7,X470,SOUTH BRONX EDUCATIONAL CAMPUS (OLD 38) - X**,849.0,901.0,94.0,M984,,LYFE PROGRAM,0.0,,,,,,01/31/2019
19,K013,P.S. 13 - K,978.0,939.0,104.0,K358,,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,489.0,210.0,233.0,0.0,2.0,4.0,01/31/2019
25,Q165,P.S. 165 - Q,767.0,714.0,107.0,Q165,,P.S. 165 - Q,767.0,714.0,107.0,54.0,1.0,4.0,01/31/2019
18,K235,P.S. 235 - K,599.0,654.0,92.0,K235,,P.S. 235 - K,599.0,654.0,92.0,33.0,12.0,5.0,01/31/2019
5,M161,P.S. 161 - M,838.0,851.0,98.0,MSBH,,RENAISSANCE HEALTH CARE NETWORK,,,,,,,01/31/2019
5,M030,P.S. 30 - M,853.0,1172.0,73.0,M030,,P.S. 30 - M,252.0,510.0,49.0,36.0,4.0,3.0,01/31/2019
18,K515,SOUTH SHORE EDUCATIONAL COMPLEX - K,1752.0,3074.0,57.0,K637,,ACAD FOR CONSERV & THE ENVIR - K,285.0,432.0,66.0,0.0,3.0,0.0,01/31/2019
19,K848,P.S. 149 ANNEX - K,54.0,45.0,120.0,K149,,P.S. 149 - K,54.0,45.0,120.0,,,,01/31/2019
2,M641,CITY AS SCHOOL (OLD 95) - M,766.0,582.0,132.0,M984,,LYFE PROGRAM,0.0,,,,,,01/31/2019
8,X093,P.S. 93 - X,401.0,583.0,69.0,X362,,ICAHN CHARTER SCHOOL 7,243.0,250.0,97.0,0.0,0.0,2.0,01/31/2019
26,Q435,MARTIN VAN BUREN HS - Q,1596.0,2355.0,68.0,Q315,,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,422.0,537.0,79.0,0.0,2.0,0.0,01/31/2019
10,X430,WALTON HS - X,2323.0,2641.0,88.0,X268,,KINGSBRIDGE INTERNATIONAL HS - X,470.0,497.0,95.0,0.0,3.0,0.0,01/31/2019
20,K229,P.S. 229 - K,1249.0,970.0,129.0,K229,,P.S. 229 - K,1249.0,970.0,129.0,36.0,4.0,4.0,01/31/2019
17,K625,ROBESON HS COMP&BUS TC (A HML)-K,951.0,1247.0,76.0,K751,,ACADEMY OF HEALTH CAREERS - K,359.0,497.0,72.0,0.0,6.0,0.0,01/31/2019
23,K263,P.S./I.S. 323 - K,823.0,1070.0,77.0,K140,*,K140 SPED - K,55.0,47.0,117.0,,,,01/31/2019
15,K130,P.S. 130 - K,460.0,400.0,115.0,K130,,P.S. 130 - K,460.0,400.0,115.0,68.0,6.0,4.0,01/31/2019
2,M058,P.S. 35 (OLD 58/MNHT HS) - M,148.0,252.0,59.0,Q950,,PATHWAYS TO GRADUATION - CITYWIDE,10.0,47.0,21.0,,,,01/31/2019
15,K024,P.S. 24 - K,655.0,659.0,99.0,K024,,P.S. 24 - K,655.0,659.0,99.0,36.0,5.0,3.0,01/31/2019
11,X189,P.S./I.S. 189 (@STEENWICK AVE)-X,712.0,798.0,89.0,X723,,X723 SPED - X,72.0,96.0,75.0,,,,01/31/2019
25,Q214,P.S. 214 - Q,529.0,425.0,124.0,Q214,,P.S. 214 - Q,529.0,425.0,124.0,36.0,3.0,3.0,01/31/2019
17,K877,P.S. 369 AX-(OL 396X/FLTB TN HL)-K,24.0,24.0,100.0,K036,,K036 SPED - K,24.0,24.0,100.0,,,,01/31/2019
4,M007,P.S. 7 - M,482.0,762.0,63.0,MSBH,,EAST HARLEM COUNCIL FOR HUMAN SERVICES,,,,,,,01/31/2019
7,X162,I.S. 162 - X,1260.0,1615.0,78.0,XSBH,,SCHOOL BASED HEALTH CENTER - X,,,,,,,01/31/2019
15,K293,J.H.S. 293 - K,1216.0,1499.0,81.0,K429,,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL - K,206.0,302.0,68.0,0.0,3.0,0.0,01/31/2019
24,Q260,P.S. 307- Q,973.0,699.0,139.0,Q307,,P.S. 307 - Q,934.0,641.0,146.0,0.0,2.0,4.0,01/31/2019
21,K095,P.S. 95 - K**,943.0,904.0,104.0,K095,,P.S. 95 - K,943.0,904.0,104.0,16.0,6.0,4.0,01/31/2019
31,R885,P.S. 80 AX(PETR COMPL-BLDG D)-S.I.,0.0,0.0,0.0,ROTH,,OTHER - S.I.,,,,,,,01/31/2019
6,M845,P.S. 98 MINISCHOOL - M,65.0,71.0,92.0,M098,,P.S. 98 - M,65.0,71.0,92.0,,,,01/31/2019
27,Q860,P.S. 60 MINISCHOOL - Q,223.0,106.0,210.0,Q060,,P.S. 60 - Q,223.0,106.0,210.0,,,,01/31/2019
2,M338,P.S. 51 ELIAS HOWE - M,488.0,560.0,87.0,MSST,,SCHOOL SAFETY - M,,,,,,,01/31/2019
25,Q164,P.S. 164 - Q,693.0,719.0,96.0,Q164,,P.S. 164 - Q,693.0,719.0,96.0,36.0,7.0,3.0,01/31/2019
9,X109,P.S. 109 - X,558.0,508.0,110.0,X109,,P.S. 109 - X,558.0,508.0,110.0,35.0,5.0,3.0,01/31/2019
22,K234,I.S. 234 - K,1907.0,1622.0,118.0,K234,,I.S. 234 - K,1907.0,1622.0,118.0,0.0,13.0,0.0,01/31/2019
17,K867,P.S. 138 AX (CROWN HGTS ECC 1)-K,0.0,144.0,0.0,K981,,ALC- W.E.B DEBOIS,0.0,144.0,0.0,0.0,1.0,0.0,01/31/2019
12,X982,P.S. 197 TEMP. C.R. BLDG S - X,325.0,180.0,181.0,X195,,P.S. 195 - X,325.0,180.0,181.0,,,,01/31/2019
10,X660,GRACE H. DODGE VOC HS - X,1171.0,1511.0,77.0,X264,,BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE),426.0,523.0,81.0,0.0,2.0,0.0,01/31/2019
24,Q073,I.S. 73 - Q,1571.0,1556.0,101.0,QCBO,,MASPETH TOWN HALL - Q,,,,,,,01/31/2019
8,X074,I.S. 201 - X,1115.0,1186.0,94.0,X424,,I.S. 424 - X,309.0,565.0,55.0,0.0,4.0,0.0,01/31/2019
30,Q885,RENAISSANCE CHARTER SCHOOL - Q,571.0,446.0,128.0,Q255,#,Q255 SPED - Q,6.0,,0.0,,,,01/31/2019
20,K205,P.S. 205 - K,1278.0,902.0,142.0,K205,,P.S. 205 - K,1278.0,902.0,142.0,51.0,1.0,5.0,01/31/2019
10,X368,M.S./H.S. 368 - X,1056.0,1073.0,98.0,XCBO,,COMMUNITY BASED ORGANIZATION - X,,,,,,,01/31/2019
8,X174,I.S. 174 - X,1207.0,1592.0,76.0,XCBO,,COMMUNITY BASED ORGANIZATION - X,,,,,,,01/31/2019
27,Q043,P.S. 43 - Q,951.0,1211.0,79.0,QCBO,,CHILD CENTER OF NEW YORK - Q,,,,,,,01/31/2019
10,X475,JOHN F. KENNEDY HS - X,3001.0,3979.0,75.0,X397,,ELLIS PREPARATORY ACADEMY-X,350.0,501.0,70.0,0.0,2.0,0.0,01/31/2019
15,K371,P.S. 371 (OLD 615) - K,135.0,167.0,81.0,K371,,K371 SPED - K,135.0,167.0,81.0,0.0,,0.0,01/31/2019
27,Q410,BEACH CHANNEL EDUCATIONAL CAMPUS - Q**,1749.0,2835.0,62.0,Q373,,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES IV - Q,86.0,190.0,45.0,0.0,0.0,0.0,01/31/2019
28,Q142,P.S. 752 (OLD J142) - Q,346.0,627.0,55.0,M645,,SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION,48.0,75.0,64.0,,,,01/31/2019
10,X891,P.S. 91 MINISCHOOL - X,137.0,73.0,188.0,X091,,P.S. 91 - X,137.0,73.0,188.0,,,,01/31/2019
29,Q892,P.S. 892 - Q,173.0,458.0,38.0,Q360,,P.S. 360 - Q,173.0,458.0,38.0,36.0,1.0,2.0,01/31/2019
6,M918,P.S./IS 278 - M,559.0,367.0,152.0,M018,,P.S. 18 - M,0.0,14.0,0.0,,,,01/31/2019
12,X006,P.S. 6 - X,529.0,767.0,69.0,X006,,P.S. 6 - X,529.0,767.0,69.0,71.0,3.0,3.0,01/31/2019
2,M520,MURRY BERGTRAUM HS (ECF) - M,1305.0,2113.0,62.0,M135,,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,281.0,449.0,63.0,0.0,5.0,0.0,01/31/2019
28,Q174,P.S. 174 - Q**,673.0,538.0,125.0,Q174,,P.S. 174 - Q,673.0,538.0,125.0,36.0,3.0,3.0,01/31/2019
23,K275,I.S. 275 - K,1111.0,1505.0,74.0,K711,,LEADERSHIP PREP BROWNSVILLE CHARTER - K,436.0,420.0,104.0,0.0,4.0,4.0,01/31/2019
7,X920,SOUTH BRONX HS TRANSPORTABLE - X ##,,,,X495,,UNIVERSITY HEIGHTS HS - X,,,,,,,01/31/2019
19,K435,THOMAS JEFFERSON HS - K,1309.0,1847.0,71.0,K504,,HIGH SCHOOL FOR CIVIL RIGHTS - K,264.0,390.0,68.0,0.0,1.0,0.0,01/31/2019
10,X660,GRACE H. DODGE VOC HS - X,1171.0,1511.0,77.0,X565,,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY - X,410.0,549.0,75.0,0.0,5.0,0.0,01/31/2019
18,K515,SOUTH SHORE EDUCATIONAL COMPLEX - K,1752.0,3074.0,57.0,K576,,VICTORY COLLEGIATE HS - K,401.0,660.0,61.0,0.0,6.0,0.0,01/31/2019
18,K232,I.S. 232 - K,430.0,1342.0,32.0,K598,,MIDDLE SCHOOL OF MKTG - K,131.0,536.0,24.0,0.0,3.0,0.0,01/31/2019
31,R455,TOTTENVILLE HS - S. I.,3826.0,3538.0,108.0,R607,,STATEN ISLAND YABC,,,,,,,01/31/2019
