Geo Dist,Bldg ID,Bldg Name,Bldg Enroll,Target Bldg Cap,Target Bldg Util,Org ID,Incl. Class,Organization Name,Org Enroll,Org Target Cap,Org Target Util,PreK Cap +,No. of Cluster / Spec Rms Reported +,No. of Cluster Rms Needed +,Data As Of
11,X160,P.S. 160 - X,762,570,134,X488,,THE EQUALITY CHARTER SCHOOL - X,268,189,142,0,1,0,01/08/2018
28,Q277,PS 182 SAMANTHA SMITH - Q,605,583,104,Q009,,Q009 SPED - Q,62,64,97,,,,01/08/2018
20,K264,PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS - K,539,437,123,K231,*,K231 SPED - K,39,40,98,,,,01/08/2018
15,K881,P.S. 1 MINISCHOOL - K,135,147,92,K001,,P.S. 1 - K,135,147,92,,,,01/08/2018
31,R018,P.S. 18 - S.I.,575,559,103,RCBO,,BEACON U.A.U. - S.I.,,,,,,,01/08/2018
7,X991,PASSAGES ACADEMY(HORIZON) - X,,,,X695,,PASSAGES ACADEMY,,,,,,,01/08/2018
15,K172,P.S. 172 - K,594,373,159,K172,,P.S. 172 - K,594,373,159,34,1,3,01/08/2018
24,Q199,P.S. 199 - Q,559,621,90,Q199,,P.S. 199 - Q,559,621,90,32,4,4,01/08/2018
16,K335,P.S. 335 - K,359,962,37,K584,,I.S. 584 - K,78,348,22,0,1,0,01/08/2018
2,M338,P.S. 51 ELIAS HOWE - M,428,472,91,MSBH,,BELLEVUE HOSPITAL,,,,,,,01/08/2018
15,K333,P.S. 516 SUNSET PARK AVENUES ELEMENTARY SCHOOL - K,351,321,109,K516,,SUNSET PARK AVENUES ELEMENTARY SCHOOL,351,321,109,32,2,3,01/08/2018
3,M185,P.S. 185 (TANDEM M208) - M,507,367,138,M208,,P.S. 208 - M,0,,,,,,01/08/2018
23,K012,P.S. 12 - K,385,881,44,K012,,P.S. 12 - K,241,582,41,18,2,2,01/08/2018
31,R007,I.S. 7 - S.I.,1204,1317,91,R007,,I.S. 7 - S.I.,1165,1263,92,0,14,0,01/08/2018
30,Q739,YOUNG WOMEN'S LEADERSHIP ACADEMY- Q,558,565,99,Q286,,YOUNG W. LEADERSHIP SCL ASTORIA- Q,558,565,99,0,4,0,01/08/2018
28,Q008,J.H.S. 8 - Q,1349,1514,89,Q287,,THE EMERSON SCHOOL - Q,372,291,128,0,3,0,01/08/2018
13,K313,ADAMS STREET EDUCATIONAL CAMPUS - K,1033,1149,90,K527,,I.S. 527 - K,487,614,79,0,3,0,01/08/2018
4,M435,MANHTN CT FOR MATH & SCI. HS - M,1824,1818,100,M811,#,M811 SPED - M,12,,0,,,,01/08/2018
15,K172,P.S. 172 - K,594,373,159,KSBH,,NYU LUTHERAN MEDICAL CENTER,,,,,,,01/08/2018
3,M163,P.S. 163 - M**,573,526,109,M163,,P.S. 163 - M,567,526,108,36,6,3,01/08/2018
8,X405,HERBERT H. LEHMAN HS - X,3153,3629,87,X348,,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,359,312,115,0,8,0,01/08/2018
31,R066,FOREST AVENUE COMMUNITY EDUCATIONAL COMPLEX - S.I.,55,260,21,R068,,THE PORT RICHMOND SCHOOL FOR VISIONARY LEARNING,55,260,21,0,1,2,01/08/2018
2,M445,SEWARD PARK HS - M,1826,2176,84,M305,,URBAN ASSEMBLY ACADEMY - M,316,425,74,0,3,0,01/08/2018
19,K947,EAST NY FAMILY ACADEMY TRANSPORTABLE - K ##,,,,K409,,EAST NY FAMILY ACAD. - K,,,,,,,01/08/2018
11,X425,EVANDER CHILDS HS - X,2528,2708,93,X290,,BRONX ACAD OF HEALTH CAREERS - X,427,452,94,0,5,0,01/08/2018
4,M007,P.S. 7 - M,509,734,69,M406,,GLOBAL TECHNOLOGY PREPARATORY,134,203,66,0,0,0,01/08/2018
10,X435,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,2637,2973,89,XSBH,,MONTEFIORE MEDICAL CENTER,,,,,,,01/08/2018
31,R973,P.S. 373 TEMP. C.R. BLDG. - S.I.,0,0,0,R373,,R373 SPED - S.I.,,,,,,,01/08/2018
25,Q193,P.S. 193 - Q**,571,497,115,Q193,,P.S. 193 - Q,571,497,115,90,3,3,01/08/2018
13,K458,BOYS HS (OLD) - K,744,1433,52,K373,#,K373 SPED - K,12,,0,,,,01/08/2018
5,M136,I.S. 136 - M,783,1180,66,M148,,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,274,513,53,0,4,0,01/08/2018
11,X935,P.S. 105 TEMP. C.R. BLDG. - X,367,269,136,X105,,P.S. 105 - X,367,269,136,,,,01/08/2018
22,K194,P.S. 194 - K,519,537,97,K194,,P.S. 194 - K,519,537,97,35,4,3,01/08/2018
20,K445,NEW UTRECHT HS - K,3667,2253,163,K445,,NEW UTRECHT HS - K,3661,2253,162,0,13,0,01/08/2018
12,X423,JAMES MONROE HS CAMPUS ANNEX - X,1032,1050,98,X721,,X721 SPED - X,56,52,108,,,,01/08/2018
16,K335,P.S. 335 - K,359,962,37,KUFT,,UFT USE - K,,,,,,,01/08/2018
32,K086,P.S. 86 - K,388,386,101,K086,,P.S. 86 - K,388,386,101,0,1,3,01/08/2018
2,M620,NORMAN THOMAS HS (ECF) - M,1160,2233,52,M427,,MANHATTAN ACADEMY OF ARTS AND LANGUAGE - M,288,492,59,0,2,0,01/08/2018
20,K127,P.S. 127 - K,523,300,174,K127,,P.S. 127 - K,523,300,174,0,0,3,01/08/2018
27,Q045,P.S. 45 - Q,355,467,76,Q045,,P.S. 45 - Q,355,467,76,36,4,3,01/08/2018
31,R023,P.S. 23 - S.I.,528,468,113,R023,,P.S. 23 - S.I.,528,468,113,36,3,3,01/08/2018
22,K119,P.S. 119 - K,443,367,121,K119,,P.S. 119 - K,443,367,121,33,4,3,01/08/2018
11,X455,HARRY S. TRUMAN HS - X,2635,3328,79,X249,,BRONX HEALTH SCIENCES HS - X,322,345,93,0,0,0,01/08/2018
26,Q213,P.S. 213 - Q,521,460,113,Q213,,P.S. 213 - Q,464,410,113,72,3,3,01/08/2018
21,K400,LAFAYETTE EDUCATIONAL CAMPUS - K,1842,2612,71,K337,,INTERNATIONAL HIGH SCHOOL - K,367,489,75,0,2,0,01/08/2018
4,M171,P.S. 171 - M,1051,884,119,M964,,P.S. 964 - M,309,190,163,18,2,3,01/08/2018
2,M460,WASHINGTON IRVING HS - M,2614,2923,89,M174,,SUCCESS ACADEMY CHARTER SCHOOL - M 1,452,482,94,0,5,3,01/08/2018
11,X917,P.S. 97 TEMP. C.R. BLDG. - X,167,156,107,X097,,P.S. 97 - X,167,156,107,,,,01/08/2018
29,Q420,SPRINGFIELD GARDENS HS - Q,2076,2186,95,Q248,,QUEENS PREPARATORY ACADEMY - Q,480,472,102,0,7,0,01/08/2018
6,M143,I.S. 143 - M,981,1596,61,M143,,I.S. 143 - M,316,612,52,0,5,0,01/08/2018
19,K218,I.S. 218 - K,969,1258,77,K386,,INVICTUS PREPARATORY CHARTER SCHOOL - K,264,294,90,0,0,3,01/08/2018
14,K059,P.S. 59 - K,686,555,124,K125,,BROOKLYN SUCCESS ACADEMY CHARTER SCHOOL 2,368,236,156,0,3,3,01/08/2018
12,X834,P.S. 134 MINISCHOOL - X,60,76,79,X352,,X352 SPED - X,60,76,79,,,,01/08/2018
24,Q013,P.S. 13 - Q,1606,1337,120,Q013,,P.S. 13 - Q,1606,1337,120,0,7,5,01/08/2018
27,Q042,P.S. 42 - Q,808,971,83,QCBO,,C.B.O.- Q,,,,,,,01/08/2018
24,Q585,MASPETH HIGH SCHOOL - Q,1093,955,114,Q721,,Q721 SPED - Q,47,64,73,,,,01/08/2018
31,R053,P.S. 53 - S.I.,815,562,145,R053,,P.S. 53 - S.I.,815,562,145,83,2,4,01/08/2018
19,K435,THOMAS JEFFERSON HS - K,1336,1796,74,K502,,FDNY - CAPTAIN VERNON A. RICHARDS HIGH SCHOOL FOR FIRE AND LIFE SAFETY-K,340,482,71,0,4,0,01/08/2018
25,Q237,J.H.S. 237 - Q,2024,1732,117,Q281,,EAST-WEST SCHOOL OF INTL STUDIES-Q,685,608,113,0,3,0,01/08/2018
19,K843,P.S. 4 (ECC) - K,35,46,76,K004,,K004 SPED - K,35,46,76,,,,01/08/2018
23,K275,I.S. 275 - K,956,1595,60,K518,,I.S. 518 - K,200,438,46,0,4,0,01/08/2018
9,X338,MORRIS HEIGHTS EDUCATIONAL COMPLEX - X,665,555,120,X204,,P.S. 204 - X,619,509,122,36,2,3,01/08/2018
9,X028,P.S. 28 - X,751,719,104,X028,,P.S. 28 - X,751,719,104,36,2,4,01/08/2018
10,X475,JOHN F. KENNEDY HS - X**,3027,3789,80,XSBH,,NEW YORK PRESBYTERIAN HOSPITAL,,,,,,,01/08/2018
32,K865,SECOND OPPORTUNITY SCHOOL - K,284,573,50,K556,,BUSHWICK LEADERS - K,284,573,50,0,3,0,01/08/2018
14,K650,HARRY VANARSDALE VOC HS(WHITNEY)-K,1777,1728,103,K488,,BROOKLYN PREPARATORY HS - K,526,568,93,0,6,0,01/08/2018
24,Q012,P.S. 12 - Q,1248,847,147,Q012,,P.S. 12 - Q,1248,847,147,0,0,4,01/08/2018
31,R044,P.S. 44 - S.I.,912,769,119,RADM,,DISTRICT MISC. - S.I.,,,,,,,01/08/2018
24,Q891,R. F. WAGNER SEC SCL ARTS & TECH-Q,635,650,98,Q520,,MIDDLE COLLEGE HIGH SCHOOL - Q,0,,,,,,01/08/2018
14,K050,J.H.S. 50 - K,793,1033,77,K050,,J.H.S. 50 - K,268,508,53,0,6,0,01/08/2018
27,Q400,AUGUST MARTIN HS - Q,1046,1793,58,Q995,,ALTERNATIVE LEARNING CENTER - Q,0,119,0,0,0,0,01/08/2018
11,X142,I.S. 142 - X,979,1278,77,X355,,BRONX ALLIANCE MIDDLE SCHOOL,332,470,71,0,1,0,01/08/2018
19,K174,P.S. 174 - K,479,729,66,K557,,BROOKLYN GARDENS ELEMENTARY SCHOOL,335,376,89,31,0,3,01/08/2018
24,Q455,NEWTOWN HS - Q,2202,2252,98,QSST,,SCHOOL SAFETY - Q,,,,,,,01/08/2018
4,M007,P.S. 7 - M,509,734,69,MCBO,,COMMUNITY BASED ORGANIZATION - M,,,,,,,01/08/2018
15,K261,P.S. 261 - K**,783,717,109,K369,#,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,11,,0,,,,01/08/2018
24,Q891,R. F. WAGNER SEC SCL ARTS & TECH-Q,635,650,98,Q560,,R. F. WAGNER SEC SCL ARTS & TECH-Q,635,631,101,0,6,0,01/08/2018
28,Q314,P.S./ I.S. 314 - Q,488,732,67,Q358,,M.S. 358 - Q,262,255,103,0,1,0,01/08/2018
7,X043,P.S. 43 - X,583,625,93,X017,,X017 SPED - X,113,114,99,,,,01/08/2018
27,Q043,P.S. 43 - Q**,991,1264,78,Q256,*,Q256 SPED - Q,121,262,46,0,,0,01/08/2018
10,X015,P.S. 15 - X,1279,914,140,X010,*,X010 SPED - X,111,122,91,,,,01/08/2018
27,Q051,P.S. 51 (ECC) - Q,233,114,204,Q051,,P.S. 51 - Q,233,114,204,36,0,2,01/08/2018
26,Q415,BENJAMIN N. CARDOZO HS - Q**,3763,2403,157,Q993,#,Q993 SPED - Q,19,,0,,,,01/08/2018
5,M501,ARTHUR SCHOMBURG HS (IS 201) - M,833,1376,61,M993,,ALTERNATIVE LEARNING CENTER - M,0,123,0,0,0,0,01/08/2018
19,K013,P.S. 13 - K,973,941,103,K013,,P.S. 13 - K,501,729,69,36,1,3,01/08/2018
15,K142,J.H.S. 142 - K,1333,1358,98,K146,,P.S. 146 - K,666,584,114,48,5,3,01/08/2018
6,M153,P.S. 153 - M,878,1222,72,M368,,P.S. 368 - M,202,257,79,0,2,2,01/08/2018
10,X091,P.S. 91 - X,619,643,96,X091,,P.S. 91 - X,619,643,96,0,4,4,01/08/2018
13,K003,P.S. 3 - K,431,845,51,K003,,P.S. 3 - K,431,845,51,90,8,3,01/08/2018
22,K395,P.S./I.S. 395 - K,760,796,95,K109,,P.S. 109 - K,682,704,97,54,6,3,01/08/2018
10,X085,P.S. 85 - X,914,820,111,XSBH,,MONTEFIORE MEDICAL CENTER,,,,,,,01/08/2018
2,M480,JULIA RICHMAN ED. COMPLEX - M,1815,2174,83,M519,,TALENT UNLIMITED HS - M,495,605,82,0,12,0,01/08/2018
13,K994,BEDFORD ACADEMY - K,358,299,120,K595,,BEDFORD ACADEMY HS - K,358,299,120,0,2,0,01/08/2018
2,M641,CITY AS SCHOOL (OLD 95) - M,747,584,128,MADM,,HOME INSTRUCTION - M,,,,,,,01/08/2018
3,M165,P.S. 165 - M,1073,1212,89,M165,,P.S. 165 - M,731,879,83,18,3,3,01/08/2018
25,Q029,P.S. 29 - Q,717,621,115,Q029,,P.S. 29 - Q,717,621,115,36,5,3,01/08/2018
10,X080,I.S. 80/P.S. 280 - X,1546,1303,119,X080,,I.S. 80 - X,655,721,91,0,5,0,01/08/2018
6,M098,P.S. 98 - M,465,655,71,M098,,P.S. 98 - M,465,655,71,86,4,3,01/08/2018
10,X360,P.S. 360 - X,507,486,104,X360,,P.S. 360 - X,507,486,104,90,3,3,01/08/2018
16,K324,I.S. 324 - K,887,1435,62,K267,,I.S. 267 - K,161,638,25,0,4,0,01/08/2018
4,M155,P.S. 155 - M,436,589,74,M377,,I.S. 377 - M,142,289,49,0,2,0,01/08/2018
29,Q633,EAGLE ACADEMY - Q,507,575,88,Q327,,EAGLE ACADEMY III - Q,507,575,88,0,3,0,01/08/2018
9,X022,I.S. 22 - X,1105,1346,82,X494,,SUCCESS ACADEMY - X 2,235,299,79,,,,01/08/2018
10,X034,P.S. 34 - X,230,253,91,X188,,X188 SPED - X,230,253,91,0,,0,01/08/2018
2,M816,P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION - M,294,375,78,MCBO,,COMMUNITY BASED ORGANIZATION - M,,,,,,,01/08/2018
10,X024,P.S. 24 - X,964,746,129,X024,,P.S. 24 - X,964,746,129,0,4,4,01/08/2018
3,M208,P.S. 208 (TANDEM M185) - M,316,683,46,M208,,P.S. 208 - M,124,354,35,0,4,2,01/08/2018
5,M161,P.S. 161 - M,831,851,98,MSBH,,RENAISSANCE HEALTH CARE NETWORK,,,,,,,01/08/2018
10,X306,P.S. 306 - X,1271,1495,85,X306,,P.S. 306 - X,709,756,94,0,3,3,01/08/2018
10,X891,P.S. 91 MINISCHOOL - X,137,69,199,X091,,P.S. 91 - X,137,69,199,,,,01/08/2018
32,K296,I.S. 296 - K,858,1318,65,K053,,K053 SPED - K,55,28,196,,,,01/08/2018
3,M113,P.S. 241 - M,970,953,102,M386,,HARLEM SUCCESS ACADEMY IV - M,421,340,124,0,6,3,01/08/2018
1,M188,P.S. 188 - M,905,992,91,MSBH,,RYAN-NENA COMMUNITY HEALTH CENTER,,,,,,,01/08/2018
10,X827,P.S. 226 (VAN CARPENTER) - X,286,97,295,X226,,P.S. 226 - X,286,97,295,28,3,3,01/08/2018
10,X475,JOHN F. KENNEDY HS - X**,3027,3789,80,X213,,BX ENGINEERING & TECH ACADEMY - X,403,546,74,0,2,0,01/08/2018
24,Q019,P.S. 19 - Q,1530,1108,138,Q019,,P.S. 19 - Q,1530,1108,138,0,1,5,01/08/2018
10,X045,I.S. 45 - X,891,1319,68,XCBO,,BEACON PROGRAM - X,,,,,,,01/08/2018
27,Q106,P.S. 106 - Q**,219,137,160,Q106,,P.S. 106 - Q,219,137,160,17,1,2,01/08/2018
15,K460,JOHN JAY EDUCATIONAL CAMPUS - K,1919,2339,82,K463,,SECONDARY SCHOOL FOR JOURNALISM-K,236,309,76,0,3,0,01/08/2018
3,M932,SPECIAL MUSIC SCHOOL - M,138,247,56,M859,,P.S. 859 - M,138,247,56,,,,01/08/2018
14,K071,I.S. 71 - K,915,1329,69,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,01/08/2018
8,X072,P.S. 72 - X,858,792,108,X072,,P.S. 72 - X,858,792,108,72,3,4,01/08/2018
21,K721,BROOKLYN STUDIO (TANDEM K128) - K,949,798,119,K771,#,K771 SPED - K,23,,0,,,,01/08/2018
6,M153,P.S. 153 - M,878,1222,72,MUFT,,UFT - M,,,,,,,01/08/2018
21,K951,P.S. 95 TRANSPORTABLE - K ##,,,,K095,,P.S. 95 - K,,,,,,,01/08/2018
21,K281,I.S. 281 - K,1548,1362,114,K744,,CONEY ISLAND PREP CHARTER SCHOOL - K,250,250,100,,,,01/08/2018
25,Q460,FLUSHING HS - Q,2728,1969,139,Q467,,YOUNG ADULT BORO CENTER - Q,,,,,,,01/08/2018
21,K400,LAFAYETTE EDUCATIONAL CAMPUS - K,1842,2612,71,K559,,LIFE ACADEMY H.S. FILM & MUSIC - K,302,382,79,0,1,0,01/08/2018
3,M208,P.S. 208 (TANDEM M185) - M,316,683,46,M329,,HARLEM LINK CHARTER SCHOOL - M,149,269,55,,,,01/08/2018
4,M117,J.H.S. 117 - M,1222,1498,82,M372,,I.S. 372 - M,586,907,65,0,6,0,01/08/2018
26,Q191,P.S. 191 - Q,459,364,126,Q993,,Q993 SPED - Q,56,96,58,,,,01/08/2018
12,X134,P.S. 134 - X,691,772,90,X134,,P.S. 134 - X,691,772,90,54,4,3,01/08/2018
31,R445,PORT RICHMOND HS - S. I.**,1591,2026,79,RSBH,,STATEN ISLAND UNIVERSITY HOSPITAL,,,,,,,01/08/2018
30,Q204,I.S. 204 - Q,930,1472,63,Q204,,I.S. 204 - Q,495,923,54,0,6,0,01/08/2018
17,K022,P.S. 22 - K,751,509,148,K705,,P.S. 705 - K,378,294,129,52,4,3,01/08/2018
4,M072,P.S. 72 - M,687,713,96,M072,,P.S. 72 - M,687,713,96,54,5,3,01/08/2018
2,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,2438,2741,89,M437,,HUDSON HS OF LEARNING TECH - M,483,490,99,0,2,0,01/08/2018
25,Q922,P.S. 32 TRANSPORTABLE - Q ##,,,,Q032,,P.S. 32 - Q,,,,,,,01/08/2018
17,K907,BROWNSVILLE DIPLOMA PLUS HS - K,248,704,35,K568,,BROWNSVILLE ACADEMY HIGH SCHOOL - K,155,424,37,0,6,0,01/08/2018
21,K128,P.S. 128 (TANDEM BROOKLYN STUDIO) - K,440,335,131,K128,,P.S. 128 - K,440,335,131,0,4,3,01/08/2018
30,Q885,RENAISSANCE CHARTER SCHOOL - Q,576,446,129,Q255,#,Q255 SPED - Q,8,,0,,,,01/08/2018
2,M871,HARBOR HIGH BOATHOUSE - M,0,0,0,M551,,NEW YORK HARBOR SCHOOL - M,0,,,,,,01/08/2018
21,K253,P.S. 253 - K**,913,601,152,K253,,P.S. 253 - K,913,601,152,32,2,4,01/08/2018
11,X142,I.S. 142 - X,979,1278,77,X529,,I.S. 529 - X,343,450,76,0,1,0,01/08/2018
10,X430,WALTON HS - X,2397,2489,96,X442,,CELIA CRUZ HS OF MUSIC - X,428,395,108,0,4,0,01/08/2018
27,Q316,THE OZONE PARK EDUCATIONAL CAMPUS - Q,356,341,104,Q316,,QUEENS EXPLORERS ELEMENTARY SCHOOL,356,341,104,139,3,3,01/08/2018
28,Q080,P.S. 80 - Q,525,690,76,Q080,,P.S. 80 - Q,525,690,76,50,6,3,01/08/2018
21,K121,P.S. 121 - K,350,302,116,K121,,P.S. 121 - K,350,302,116,16,3,3,01/08/2018
20,K445,NEW UTRECHT HS - K,3667,2253,163,K370,#,K370 SPED - K,6,,0,,,,01/08/2018
17,K470,GEORGE W. WINGATE HS - K,1434,2328,62,K531,,I.S. 531 - K,357,553,65,0,4,0,01/08/2018
17,K316,P.S. 316 - K,653,743,88,K316,,P.S. 316 - K,489,456,107,54,4,3,01/08/2018
31,R827,P.S. 3 ANNEX GYM (CYO BLDG) - S.I.,0,0,0,R003,,P.S. 3 - S.I.,0,,,,,,01/08/2018
16,K309,P.S. 309 - K,650,781,83,K712,,EXCELLENCE CHARTER SCHOOL FOR GIRLS,446,372,120,,,,01/08/2018
25,Q201,P.S. 201 - Q,522,496,105,Q201,,P.S. 201 - Q,522,496,105,36,2,3,01/08/2018
13,K580,GEORGE WESTINGHOUSE VOC HS - K,1402,1799,78,K369,#,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,6,,0,,,,01/08/2018
18,K279,P.S. 279 - K,808,1012,80,K724,,LEADERSHIP PREPARATORY CHARTER SCHOOL 4,346,293,118,0,0,3,01/08/2018
25,Q163,P.S. 163 - Q,681,794,86,Q163,,P.S. 163 - Q,681,794,86,18,3,3,01/08/2018
28,Q086,P.S. 86 - Q,1016,800,127,QCBO,,THE FOREST HILL COMM HOUSE - Q,,,,,,,01/08/2018
3,M470,LOUIS D. BRANDEIS HS - M,1798,2251,80,MCBO,,GRAND STREET/RAPP - M,,,,,,,01/08/2018
14,K120,P.S. 120 - K,536,672,80,KCEP,,OFFICE OF CONT. EDUC. - K,,,,,,,01/08/2018
22,K193,P.S. 193 - K,803,762,105,K193,,P.S. 193 - K,803,762,105,15,4,4,01/08/2018
23,K993,PASSAGES ACADEMY (CROSSROADS) - K,,,,X695,,PASSAGES ACADEMY,,,,,,,01/08/2018
20,K192,P.S. 192 - K,743,782,95,K036,,K036 SPED - K,50,77,65,,,,01/08/2018
13,K117,I.S. 117 - K,744,1118,67,K616,,BKLYN HS FOR LEADERSHIP & COMM - K,203,319,64,0,4,0,01/08/2018
6,M132,P.S. 132 - M,656,614,107,M132,,P.S. 132 - M,376,403,93,0,4,3,01/08/2018
21,K237,LUCRETIA MARCIGLIANO CAMPUS - K,1000,1154,87,K682,,THE ACADAMY OF TALENTED SCHOLARS - K,360,487,74,0,3,3,01/08/2018
9,X082,I.S. 232 - X,1110,1317,84,X232,,I.S. 232 - X,476,555,86,0,3,0,01/08/2018
24,Q087,P.S. 87 - Q,592,463,128,Q087,,P.S. 87 - Q,592,463,128,36,2,3,01/08/2018
9,X410,WILLIAM H. TAFT HS - X,2017,2693,75,X564,,CLAREMONT INTERNATIONAL HS - X,377,435,87,0,2,0,01/08/2018
6,M848,P.S. 192 MINISCHOOL - M,88,97,91,M192,,P.S. 192 - M,0,27,0,,,,01/08/2018
12,X066,P.S. 66 - X,978,977,100,X066,,P.S. 66 - X,706,711,99,72,4,3,01/08/2018
14,K196,P.S. 196 - K,618,952,65,K196,,P.S. 196 - K,357,560,64,54,6,3,01/08/2018
3,M191,P.S. 191 - M,425,559,76,M191,,THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS - M,425,559,76,34,3,3,01/08/2018
27,Q223,P.S. 223 - Q,695,741,94,QSBH,,JAMAICA HOSPITAL MEDICAL CENTER,,,,,,,01/08/2018
23,K275,I.S. 275 - K,956,1595,60,KCBO,,POLICE ATHLETIC LEAGUE - K,,,,,,,01/08/2018
31,R043,JEROME PARKER CAMPUS - S.I.,1437,1493,96,R063,,I.S./J.H.S. 63 - S.I.,449,409,110,0,5,0,01/08/2018
26,Q094,P.S. 94 - Q,365,229,159,Q094,,P.S. 94 - Q,365,229,159,0,3,3,01/08/2018
26,Q162,P.S. 162 - Q,702,449,156,Q162,,P.S. 162 - Q,702,449,156,18,2,3,01/08/2018
24,Q081,P.S. 81 - Q**,622,585,106,Q081,,P.S. 81 - Q,622,585,106,90,4,4,01/08/2018
9,X082,I.S. 232 - X,1110,1317,84,XSBH,,MORRIS HEIGHTS HEALTH CENTER,,,,,,,01/08/2018
16,K035,I.S. 35 - K,537,818,66,K628,,BKLYN BROWNSTONE SCL - K,244,233,105,18,1,2,01/08/2018
9,X145,I.S. 145 - X,922,1235,75,X325,,I.S. 325 - X,254,396,64,0,1,0,01/08/2018
5,M136,I.S. 136 - M,783,1180,66,M304,,MOTT HALL HS - M,364,386,94,0,1,0,01/08/2018
8,X075,P.S. 75 - X,811,816,99,XCBO,,EPISCOPAL SOCIAL SERVICES - X,,,,,,,01/08/2018
4,M013,I.S. 13 - M,1017,1251,81,M168,,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II - M,313,420,75,54,0,3,01/08/2018
24,Q878,P.S. 128 ANNEX - Q,200,130,154,Q128,,P.S. 128 - Q,200,130,154,,,,01/08/2018
28,Q055,P.S. 55 - Q,311,320,97,Q055,,P.S. 55 - Q,311,320,97,72,3,3,01/08/2018
23,K327,P.S. 327 (TANDEM K396-D75)-K,411,604,68,K327,,P.S. 327 - K,401,604,66,36,5,3,01/08/2018
2,M600,FASHION INDUSTRIES VOC HS - M,1680,2081,81,MSBH,,INSTITUTE FOR FAMILY HEALTH,,,,,,,01/08/2018
8,X131,I.S. 131 - X,1236,1209,102,X131,,I.S. 131 - X,469,543,86,0,5,0,01/08/2018
6,M845,P.S. 98 MINISCHOOL - M,71,66,108,M098,,P.S. 98 - M,71,66,108,,,,01/08/2018
2,M843,P.S. 234 ANNEX - M,151,88,172,M234,,P.S. 234 - M,151,88,172,,,,01/08/2018
11,X425,EVANDER CHILDS HS - X,2528,2708,93,X723,#,X723 SPED - X,8,,0,,,,01/08/2018
27,Q053,I.S. 53 - Q,782,1324,59,QSBH,,LONG ISLAND JEWISH MEDICAL CENTER,,,,,,,01/08/2018
28,Q686,METROPOLITAN AVENUE CAMPUS - Q,2042,1835,111,Q233,*,Q233 SPED - Q,150,161,93,0,,0,01/08/2018
30,Q145,I.S. 145 - Q,1865,1658,112,QSBH,,ELMHURST HOSPITAL CENTER,,,,,,,01/08/2018
1,M061,P.S. 61 - M,679,531,128,M094,*,M094 SPED - M,69,76,91,,,,01/08/2018
11,X455,HARRY S. TRUMAN HS - X,2635,3328,79,X176,,X176 SPED - X,276,297,93,0,,0,01/08/2018
13,K113,I.S. 113 - K,593,1269,47,K789,,COMPASS CHARTER SCHOOL,214,300,71,0,0,2,01/08/2018
15,K763,P.S. 118 MAURICE SENDAK COMMUNITY SCHOOL - K,,,,K767,,THE LITTLE BROOKLYN PRE-K CENTER,,,,,,,01/08/2018
18,K515,SOUTH SHORE EDUCATIONAL COMPLEX - K,1764,3075,57,K637,,ACAD FOR CONSERV & THE ENVIR - K,284,447,64,0,1,0,01/08/2018
17,K470,GEORGE W. WINGATE HS - K,1434,2328,62,K745,,H.S. 745 - K,359,534,67,0,4,0,01/08/2018
20,K934,FORT HAMILTON HS MODULAR UNIT - K,0,0,0,K490,,FORT HAMILTON HS - K,0,,,,,,01/08/2018
24,Q290,THE GERALDINE FERRARO CAMPUS - Q,598,586,102,QCBO,,COMMUNITY BASED ORGANIZATION - Q,,,,,,,01/08/2018
7,X065,P.S. 65 - X,734,581,126,X065,,P.S. 65 - X,425,402,106,33,3,3,01/08/2018
13,K085,P.S. 753 (OLD P85/STERLING HS) - K,148,216,69,K753,,K753 SPED - K,148,216,69,0,,0,01/08/2018
7,X183,J.H.S. 203 - X,1447,1533,94,X168,,X168 SPED - X,181,175,103,0,,0,01/08/2018
16,K324,I.S. 324 - K,887,1435,62,K648,,BEDFORD STUYVESANT COLLEGIATE UNCOMMON COLLEGIATE - K,346,420,82,0,0,3,01/08/2018
29,Q892,P.S. 892 - Q,130,458,28,Q360,,P.S. 360 - Q,130,458,28,36,1,2,01/08/2018
26,Q178,P.S. 178 - Q,534,455,117,Q178,,P.S. 178 - Q,534,455,117,36,4,3,01/08/2018
31,R435,NEW DORP HS (NEW) - S. I.,3070,3321,92,RCBO,,TEENAGE WELLENESS CENTER - S.I.,,,,,,,01/08/2018
9,X064,P.S. 64 - X**,907,711,128,XSBH,,MONTEFIORE MEDICAL CENTER,,,,,,,01/08/2018
6,M848,P.S. 192 MINISCHOOL - M,88,97,91,M325,,P.S. 325 - M,88,70,126,,,,01/08/2018
30,Q451,ACADEMY OF AMERICAN STUD HS AX - Q,0,0,0,Q575,,ACADEMY OF AMERICAN STUDIES - Q,0,,,,,,01/08/2018
